Produto;Preco Venda;Venda Qtd;Cidade;Latitude;Longitude;;
Biscoito;3,69;34;São Paulo;-23,55052;-46,63331;;
Iogurte;2,5;36;São Paulo;-23,55052;-46,63331;;
Chiclete;6,71;28;São Paulo;-23,55052;-46,63331;;
Suco;6,2;29;São Paulo;-23,55052;-46,63331;;
Presunto;7,09;27;São Paulo;-23,55052;-46,63331;;
Energético;4,01;33;São Paulo;-23,55052;-46,63331;;
Café Solúvel;2,62;36;São Paulo;-23,55052;-46,63331;;
Chocolate;7,02;27;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,81;31;São Paulo;-23,55052;-46,63331;;
Queijo Processado;6,37;28;São Paulo;-23,55052;-46,63331;;
Sorvete;3,84;33;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;9,81;21;São Paulo;-23,55052;-46,63331;;
Suco;3,18;35;São Paulo;-23,55052;-46,63331;;
Cereal;5,9;29;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Iogurte;5,39;30;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,59;36;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,62;32;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,95;25;São Paulo;-23,55052;-46,63331;;
Presunto;8,09;25;São Paulo;-23,55052;-46,63331;;
Batata Chips;6,7;28;São Paulo;-23,55052;-46,63331;;
Café Solúvel;6,67;28;São Paulo;-23,55052;-46,63331;;
Manteiga;4,22;33;São Paulo;-23,55052;-46,63331;;
Chocolate;4,21;33;São Paulo;-23,55052;-46,63331;;
Queijo Processado;5,75;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Cup Noodles;7,9;25;São Paulo;-23,55052;-46,63331;;
Café Solúvel;10,09;21;São Paulo;-23,55052;-46,63331;;
Sorvete;3,89;33;São Paulo;-23,55052;-46,63331;;
Sorvete;5,46;30;São Paulo;-23,55052;-46,63331;;
Pão de Forma;7,97;25;São Paulo;-23,55052;-46,63331;;
Suco;2,85;35;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,46;28;São Paulo;-23,55052;-46,63331;;
Biscoito;3,3;34;São Paulo;-23,55052;-46,63331;;
Suco;4,49;32;São Paulo;-23,55052;-46,63331;;
Pão de Forma;1,7;38;São Paulo;-23,55052;-46,63331;;
Iogurte;2,82;35;São Paulo;-23,55052;-46,63331;;
Suco;3,26;35;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,69;36;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,03;31;São Paulo;-23,55052;-46,63331;;
Presunto;8,75;24;São Paulo;-23,55052;-46,63331;;
Cereal;6,38;28;São Paulo;-23,55052;-46,63331;;
Amendoim;6,25;29;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,83;29;São Paulo;-23,55052;-46,63331;;
Café Solúvel;6,49;28;São Paulo;-23,55052;-46,63331;;
Cereal;6,48;28;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Araraquara;-21,78528;-48,17806;;
Cup Noodles;1,76;38;São Paulo;-23,55052;-46,63331;;
Queijo Processado;6,88;27;São Paulo;-23,55052;-46,63331;;
Chiclete;6,65;28;São Paulo;-23,55052;-46,63331;;
Chocolate;9,94;21;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Sorvete;4,64;32;São Paulo;-23,55052;-46,63331;;
Chocolate;6,67;28;São Paulo;-23,55052;-46,63331;;
Manteiga;3,57;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,49;36;São Paulo;-23,55052;-46,63331;;
Cereal;3,1;35;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,07;37;São Paulo;-23,55052;-46,63331;;
Refrigerante;10,47;20;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,42;32;São Paulo;-23,55052;-46,63331;;
Café Solúvel;9,82;21;São Paulo;-23,55052;-46,63331;;
Cup Noodles;5,64;30;São Paulo;-23,55052;-46,63331;;
Sorvete;6,38;28;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,08;33;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,95;29;São Paulo;-23,55052;-46,63331;;
Iogurte;2,38;36;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,78;25;São Paulo;-23,55052;-46,63331;;
Chocolate;1,85;37;São Paulo;-23,55052;-46,63331;;
Iogurte;2,6;36;São Paulo;-23,55052;-46,63331;;
Queijo Processado;3,2;35;São Paulo;-23,55052;-46,63331;;
Café Solúvel;3,94;33;São Paulo;-23,55052;-46,63331;;
Biscoito;5,76;30;São Paulo;-23,55052;-46,63331;;
Amendoim;10,06;21;São Paulo;-23,55052;-46,63331;;
Iogurte;5,17;31;São Paulo;-23,55052;-46,63331;;
Bala;6,21;29;São Paulo;-23,55052;-46,63331;;
Iogurte;2,12;37;São Paulo;-23,55052;-46,63331;;
Energético;9,4;22;São Paulo;-23,55052;-46,63331;;
Cereal;7,45;26;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,06;31;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,2;29;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,51;32;São Paulo;-23,55052;-46,63331;;
Suco;9,01;23;São Paulo;-23,55052;-46,63331;;
Chiclete;2,81;35;São Paulo;-23,55052;-46,63331;;
Amendoim;8,24;25;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,46;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;6,04;29;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,68;30;São Paulo;-23,55052;-46,63331;;
Amendoim;6,22;29;São Paulo;-23,55052;-46,63331;;
Chocolate;7,54;26;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,92;35;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,53;32;São Paulo;-23,55052;-46,63331;;
Presunto;5,66;30;São Paulo;-23,55052;-46,63331;;
Café Solúvel;10,03;21;São Paulo;-23,55052;-46,63331;;
Pão de Forma;9,71;22;São Paulo;-23,55052;-46,63331;;
Biscoito;4,57;32;São Paulo;-23,55052;-46,63331;;
Energético;4,09;33;São Paulo;-23,55052;-46,63331;;
Manteiga;2,01;37;São Paulo;-23,55052;-46,63331;;
Amendoim;9,45;22;São Paulo;-23,55052;-46,63331;;
Amendoim;8,91;23;São Paulo;-23,55052;-46,63331;;
Café Solúvel;3,01;35;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Chocolate;3,65;34;São Paulo;-23,55052;-46,63331;;
Chocolate;4,06;33;São Paulo;-23,55052;-46,63331;;
Sorvete;7,76;26;São Paulo;-23,55052;-46,63331;;
Suco;6,43;28;São Paulo;-23,55052;-46,63331;;
Energético;7,11;27;São Paulo;-23,55052;-46,63331;;
Bala;7,68;26;São Paulo;-23,55052;-46,63331;;
Queijo Processado;10,3;20;São Paulo;-23,55052;-46,63331;;
Amendoim;1,74;38;São Paulo;-23,55052;-46,63331;;
Queijo Processado;9,09;23;São Paulo;-23,55052;-46,63331;;
Sorvete;8,02;25;São Paulo;-23,55052;-46,63331;;
Presunto;6,27;29;São Paulo;-23,55052;-46,63331;;
Suco;4,42;32;São Paulo;-23,55052;-46,63331;;
Biscoito;4,76;32;São Paulo;-23,55052;-46,63331;;
Chocolate;8,07;25;São Paulo;-23,55052;-46,63331;;
Cup Noodles;9,79;21;São Paulo;-23,55052;-46,63331;;
Refrigerante;7,41;26;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,85;27;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,31;32;São Paulo;-23,55052;-46,63331;;
Manteiga;5,57;30;São Paulo;-23,55052;-46,63331;;
Energético;4,75;32;São Paulo;-23,55052;-46,63331;;
Café Solúvel;7,79;25;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;São Paulo;-23,55052;-46,63331;;
Queijo Processado;6,97;27;São Paulo;-23,55052;-46,63331;;
Chocolate;3,55;34;São Paulo;-23,55052;-46,63331;;
Amendoim;7,12;27;São Paulo;-23,55052;-46,63331;;
Biscoito;5,36;30;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,18;35;São Paulo;-23,55052;-46,63331;;
Pão de Forma;2,18;37;São Paulo;-23,55052;-46,63331;;
Amendoim;6,07;29;São Paulo;-23,55052;-46,63331;;
Sorvete;9,06;23;São Paulo;-23,55052;-46,63331;;
Batata Chips;6,66;28;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,27;35;São Paulo;-23,55052;-46,63331;;
Iogurte;6,19;29;São Paulo;-23,55052;-46,63331;;
Cup Noodles;7,46;26;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,09;35;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,57;36;São Paulo;-23,55052;-46,63331;;
Cup Noodles;7,58;26;São Paulo;-23,55052;-46,63331;;
Manteiga;5,54;30;São Paulo;-23,55052;-46,63331;;
Suco;5,88;29;São Paulo;-23,55052;-46,63331;;
Chiclete;7,89;25;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,22;35;São Paulo;-23,55052;-46,63331;;
Amendoim;7,51;26;São Paulo;-23,55052;-46,63331;;
Amendoim;4,26;33;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,26;33;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,42;30;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,21;37;São Paulo;-23,55052;-46,63331;;
Presunto;5,53;30;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,21;31;São Paulo;-23,55052;-46,63331;;
Refrigerante;8,41;24;São Paulo;-23,55052;-46,63331;;
Pão de Forma;7,94;25;São Paulo;-23,55052;-46,63331;;
Bala;6,52;28;São Paulo;-23,55052;-46,63331;;
Sorvete;3,73;34;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,09;31;São Paulo;-23,55052;-46,63331;;
Refrigerante;7,94;25;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;6,85;27;São Paulo;-23,55052;-46,63331;;
Iogurte;4,36;32;São Paulo;-23,55052;-46,63331;;
Sorvete;3,74;34;São Paulo;-23,55052;-46,63331;;
Iogurte;3,82;33;São Paulo;-23,55052;-46,63331;;
Iogurte;4,84;31;São Paulo;-23,55052;-46,63331;;
Café Solúvel;4,09;33;São Paulo;-23,55052;-46,63331;;
Energético;4,16;33;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,08;37;São Paulo;-23,55052;-46,63331;;
Biscoito;4,78;31;São Paulo;-23,55052;-46,63331;;
Iogurte;5,2;31;São Paulo;-23,55052;-46,63331;;
Presunto;8,76;24;São Paulo;-23,55052;-46,63331;;
Cup Noodles;3,62;34;São Paulo;-23,55052;-46,63331;;
Energético;4,09;33;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,65;26;São Paulo;-23,55052;-46,63331;;
Iogurte;8,61;24;São Paulo;-23,55052;-46,63331;;
Bala;4,47;32;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Chiclete;5,47;30;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,3;28;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,57;32;São Paulo;-23,55052;-46,63331;;
Queijo Processado;5,29;30;São Paulo;-23,55052;-46,63331;;
Energético;7,53;26;São Paulo;-23,55052;-46,63331;;
Queijo Processado;3,23;35;São Paulo;-23,55052;-46,63331;;
Chiclete;3,73;34;São Paulo;-23,55052;-46,63331;;
Refrigerante;4,74;32;São Paulo;-23,55052;-46,63331;;
Biscoito;4,37;32;São Paulo;-23,55052;-46,63331;;
Energético;5,28;30;São Paulo;-23,55052;-46,63331;;
Presunto;2,48;36;São Paulo;-23,55052;-46,63331;;
Bala;2,32;36;São Paulo;-23,55052;-46,63331;;
Presunto;8,05;25;São Paulo;-23,55052;-46,63331;;
Presunto;6,62;28;São Paulo;-23,55052;-46,63331;;
Suco;8,24;25;São Paulo;-23,55052;-46,63331;;
Amendoim;5,08;31;São Paulo;-23,55052;-46,63331;;
Biscoito;5,63;30;São Paulo;-23,55052;-46,63331;;
Pão de Forma;6,98;27;São Paulo;-23,55052;-46,63331;;
Chocolate;8,91;23;São Paulo;-23,55052;-46,63331;;
Refrigerante;7,77;26;São Paulo;-23,55052;-46,63331;;
Pão de Forma;6,3;28;São Paulo;-23,55052;-46,63331;;
Chiclete;7,38;26;São Paulo;-23,55052;-46,63331;;
Café Solúvel;2,31;36;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,15;31;São Paulo;-23,55052;-46,63331;;
Chiclete;4,38;32;São Paulo;-23,55052;-46,63331;;
Chiclete;5,51;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Campinas;-22,90994;-47,06263;;
Presunto;7,52;26;São Paulo;-23,55052;-46,63331;;
Sorvete;6,17;29;São Paulo;-23,55052;-46,63331;;
Iogurte;6,66;28;São Paulo;-23,55052;-46,63331;;
Chiclete;3,18;35;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,44;30;São Paulo;-23,55052;-46,63331;;
Iogurte;1,82;37;São Paulo;-23,55052;-46,63331;;
Energético;9,44;22;São Paulo;-23,55052;-46,63331;;
Biscoito;7,78;25;São Paulo;-23,55052;-46,63331;;
Iogurte;2,92;35;São Paulo;-23,55052;-46,63331;;
Presunto;6,47;28;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,91;33;São Paulo;-23,55052;-46,63331;;
Queijo Processado;3,34;34;São Paulo;-23,55052;-46,63331;;
Presunto;8,96;23;São Paulo;-23,55052;-46,63331;;
Presunto;7,33;26;São Paulo;-23,55052;-46,63331;;
Amendoim;3,06;35;São Paulo;-23,55052;-46,63331;;
Presunto;1,95;37;São Paulo;-23,55052;-46,63331;;
Amendoim;9,41;22;São Paulo;-23,55052;-46,63331;;
Cereal;4,16;33;São Paulo;-23,55052;-46,63331;;
Sorvete;3,76;34;São Paulo;-23,55052;-46,63331;;
Chocolate;6,54;28;São Paulo;-23,55052;-46,63331;;
Manteiga;5,24;31;São Paulo;-23,55052;-46,63331;;
Cereal;4,33;32;São Paulo;-23,55052;-46,63331;;
Batata Chips;1,89;37;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;4,48;32;São Paulo;-23,55052;-46,63331;;
Energético;2,2;37;São Paulo;-23,55052;-46,63331;;
Presunto;3,08;35;São Paulo;-23,55052;-46,63331;;
Chocolate;2,68;36;São Paulo;-23,55052;-46,63331;;
Amendoim;4,92;31;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,66;32;São Paulo;-23,55052;-46,63331;;
Cereal;7,36;26;São Paulo;-23,55052;-46,63331;;
Amendoim;5,85;29;São Paulo;-23,55052;-46,63331;;
Chiclete;8,27;25;São Paulo;-23,55052;-46,63331;;
Presunto;6,55;28;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,83;31;São Paulo;-23,55052;-46,63331;;
Amendoim;4,31;32;São Paulo;-23,55052;-46,63331;;
Amendoim;6,23;29;São Paulo;-23,55052;-46,63331;;
Suco;6,43;28;São Paulo;-23,55052;-46,63331;;
Iogurte;4,43;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;5,64;30;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,22;31;São Paulo;-23,55052;-46,63331;;
Manteiga;9,72;22;São Paulo;-23,55052;-46,63331;;
Chocolate;8,37;24;São Paulo;-23,55052;-46,63331;;
Bala;5,17;31;São Paulo;-23,55052;-46,63331;;
Cup Noodles;8,42;24;São Paulo;-23,55052;-46,63331;;
Sorvete;3,95;33;São Paulo;-23,55052;-46,63331;;
Refrigerante;9,9;21;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Campinas;-22,90994;-47,06263;;
Iogurte;7,83;25;São Paulo;-23,55052;-46,63331;;
Amendoim;5,78;29;São Paulo;-23,55052;-46,63331;;
Iogurte;10,69;20;São Paulo;-23,55052;-46,63331;;
Bala;8,81;23;São Paulo;-23,55052;-46,63331;;
Bala;4,43;32;São Paulo;-23,55052;-46,63331;;
Sorvete;9,51;22;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,93;29;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,26;33;São Paulo;-23,55052;-46,63331;;
Presunto;6,17;29;São Paulo;-23,55052;-46,63331;;
Sorvete;4,66;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,47;36;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Sorvete;2,8;35;São Paulo;-23,55052;-46,63331;;
Iogurte;3,85;33;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,84;29;São Paulo;-23,55052;-46,63331;;
Chocolate;5,77;30;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;7,53;26;São Paulo;-23,55052;-46,63331;;
Chocolate;5,38;30;São Paulo;-23,55052;-46,63331;;
Energético;3,95;33;São Paulo;-23,55052;-46,63331;;
Queijo Processado;5,97;29;São Paulo;-23,55052;-46,63331;;
Café Solúvel;1,83;37;São Paulo;-23,55052;-46,63331;;
Iogurte;6,9;27;São Paulo;-23,55052;-46,63331;;
Amendoim;4,08;33;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;7,5;26;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,89;31;São Paulo;-23,55052;-46,63331;;
Cup Noodles;1,97;37;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;4,64;32;São Paulo;-23,55052;-46,63331;;
Café Solúvel;8,85;23;São Paulo;-23,55052;-46,63331;;
Presunto;9,53;22;São Paulo;-23,55052;-46,63331;;
Amendoim;5,86;29;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,99;31;São Paulo;-23,55052;-46,63331;;
Presunto;5,57;30;São Paulo;-23,55052;-46,63331;;
Cereal;8,01;25;São Paulo;-23,55052;-46,63331;;
Manteiga;7,74;26;São Paulo;-23,55052;-46,63331;;
Iogurte;5,09;31;São Paulo;-23,55052;-46,63331;;
Energético;9,15;23;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;4,74;32;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Jundiaí;-23,18548;-46,89784;;
Cup Noodles;1,95;37;São Paulo;-23,55052;-46,63331;;
Bala;7,37;26;São Paulo;-23,55052;-46,63331;;
Iogurte;3,16;35;São Paulo;-23,55052;-46,63331;;
Chiclete;3,88;33;São Paulo;-23,55052;-46,63331;;
Iogurte;3,62;34;São Paulo;-23,55052;-46,63331;;
Queijo Processado;8,43;24;São Paulo;-23,55052;-46,63331;;
Presunto;3,81;33;São Paulo;-23,55052;-46,63331;;
Manteiga;10,77;20;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,23;31;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,67;30;São Paulo;-23,55052;-46,63331;;
Manteiga;7,49;26;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;7,62;26;São Paulo;-23,55052;-46,63331;;
Chocolate;2,74;36;São Paulo;-23,55052;-46,63331;;
Queijo Processado;9,18;23;São Paulo;-23,55052;-46,63331;;
Presunto;6,14;29;São Paulo;-23,55052;-46,63331;;
Manteiga;4,66;32;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Cereal;2,91;35;São Paulo;-23,55052;-46,63331;;
Amendoim;9,98;21;São Paulo;-23,55052;-46,63331;;
Biscoito;5,64;30;São Paulo;-23,55052;-46,63331;;
Amendoim;2,19;37;São Paulo;-23,55052;-46,63331;;
Energético;7,59;26;São Paulo;-23,55052;-46,63331;;
Biscoito;8,9;23;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,81;33;São Paulo;-23,55052;-46,63331;;
Chiclete;3,01;35;São Paulo;-23,55052;-46,63331;;
Chiclete;4,16;33;São Paulo;-23,55052;-46,63331;;
Chiclete;6,94;27;São Paulo;-23,55052;-46,63331;;
Bala;2,35;36;São Paulo;-23,55052;-46,63331;;
Café Solúvel;3,56;34;São Paulo;-23,55052;-46,63331;;
Cereal;3,31;34;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;2,44;36;São Paulo;-23,55052;-46,63331;;
Cup Noodles;5,97;29;São Paulo;-23,55052;-46,63331;;
Iogurte;7,8;25;São Paulo;-23,55052;-46,63331;;
Amendoim;7,32;26;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,22;31;São Paulo;-23,55052;-46,63331;;
Energético;3,32;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,61;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,64;30;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;4,37;32;São Paulo;-23,55052;-46,63331;;
Bala;4,05;33;São Paulo;-23,55052;-46,63331;;
Amendoim;3,92;33;São Paulo;-23,55052;-46,63331;;
Cup Noodles;10,6;20;São Paulo;-23,55052;-46,63331;;
Energético;3,26;35;São Paulo;-23,55052;-46,63331;;
Chocolate;8,11;25;São Paulo;-23,55052;-46,63331;;
Amendoim;4,76;32;São Paulo;-23,55052;-46,63331;;
Iogurte;7,59;26;São Paulo;-23,55052;-46,63331;;
Refrigerante;3,32;34;São Paulo;-23,55052;-46,63331;;
Suco;4,13;33;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,86;29;São Paulo;-23,55052;-46,63331;;
Pão de Forma;9,75;22;São Paulo;-23,55052;-46,63331;;
Biscoito;6,15;29;São Paulo;-23,55052;-46,63331;;
Bala;3,57;34;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,79;35;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;8,89;23;São Paulo;-23,55052;-46,63331;;
Batata Chips;7,09;27;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,16;37;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,24;37;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;4,17;33;São Paulo;-23,55052;-46,63331;;
Café Solúvel;10,03;21;São Paulo;-23,55052;-46,63331;;
Biscoito;8,46;24;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,07;33;São Paulo;-23,55052;-46,63331;;
Chocolate;4,65;32;São Paulo;-23,55052;-46,63331;;
Amendoim;8,71;24;São Paulo;-23,55052;-46,63331;;
Biscoito;7,01;27;São Paulo;-23,55052;-46,63331;;
Suco;3,01;35;São Paulo;-23,55052;-46,63331;;
Refrigerante;3,48;34;São Paulo;-23,55052;-46,63331;;
Pão de Forma;3,96;33;São Paulo;-23,55052;-46,63331;;
Café Solúvel;2,07;37;São Paulo;-23,55052;-46,63331;;
Biscoito;6,31;28;São Paulo;-23,55052;-46,63331;;
Queijo Processado;5,46;30;São Paulo;-23,55052;-46,63331;;
Energético;5,43;30;São Paulo;-23,55052;-46,63331;;
Manteiga;2,33;36;São Paulo;-23,55052;-46,63331;;
Iogurte;7,31;26;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,79;35;São Paulo;-23,55052;-46,63331;;
Chocolate;5,18;31;São Paulo;-23,55052;-46,63331;;
Suco;3,29;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;6,79;27;São Paulo;-23,55052;-46,63331;;
Cereal;5,24;31;São Paulo;-23,55052;-46,63331;;
Manteiga;8,83;23;São Paulo;-23,55052;-46,63331;;
Refrigerante;4,7;32;São Paulo;-23,55052;-46,63331;;
Presunto;5,73;30;São Paulo;-23,55052;-46,63331;;
Biscoito;5,72;30;São Paulo;-23,55052;-46,63331;;
Bala;2,23;37;São Paulo;-23,55052;-46,63331;;
Sorvete;2,81;35;São Paulo;-23,55052;-46,63331;;
Bala;8,87;23;São Paulo;-23,55052;-46,63331;;
Suco;8,43;24;São Paulo;-23,55052;-46,63331;;
Chocolate;6,18;29;São Paulo;-23,55052;-46,63331;;
Biscoito;5,73;30;São Paulo;-23,55052;-46,63331;;
Iogurte;2,86;35;São Paulo;-23,55052;-46,63331;;
Sorvete;6,4;28;São Paulo;-23,55052;-46,63331;;
Refrigerante;3,05;35;São Paulo;-23,55052;-46,63331;;
Cereal;4,11;33;São Paulo;-23,55052;-46,63331;;
Pão de Forma;9,02;23;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,76;30;São Paulo;-23,55052;-46,63331;;
Bala;3,15;35;São Paulo;-23,55052;-46,63331;;
Bala;4,42;32;São Paulo;-23,55052;-46,63331;;
Refrigerante;8,93;23;São Paulo;-23,55052;-46,63331;;
Manteiga;7,37;26;São Paulo;-23,55052;-46,63331;;
Biscoito;5,09;31;São Paulo;-23,55052;-46,63331;;
Bala;4,55;32;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,11;33;São Paulo;-23,55052;-46,63331;;
Suco;6,43;28;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,85;29;São Paulo;-23,55052;-46,63331;;
Queijo Processado;6,96;27;São Paulo;-23,55052;-46,63331;;
Iogurte;4,98;31;São Paulo;-23,55052;-46,63331;;
Suco;3,28;34;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Ribeirão Preto;-21,17666;-47,82083;;
Batata Chips;8,52;24;São Paulo;-23,55052;-46,63331;;
Iogurte;2,33;36;São Paulo;-23,55052;-46,63331;;
Manteiga;6,73;28;São Paulo;-23,55052;-46,63331;;
Energético;8,08;25;São Paulo;-23,55052;-46,63331;;
Iogurte;3,18;35;São Paulo;-23,55052;-46,63331;;
Biscoito;2,87;35;São Paulo;-23,55052;-46,63331;;
Bala;5,7;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Araraquara;-21,78528;-48,17806;;
Bala;3,99;33;São Paulo;-23,55052;-46,63331;;
Energético;4,52;32;São Paulo;-23,55052;-46,63331;;
Cereal;4,38;32;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,92;27;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,61;32;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;2,25;37;São Paulo;-23,55052;-46,63331;;
Pão de Forma;9,9;21;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,62;30;São Paulo;-23,55052;-46,63331;;
Biscoito;2,96;35;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;36;Araraquara;-21,78528;-48,17806;;
Pão de Forma;2,09;37;São Paulo;-23,55052;-46,63331;;
Iogurte;3,17;35;São Paulo;-23,55052;-46,63331;;
Chocolate;7,28;26;São Paulo;-23,55052;-46,63331;;
Sorvete;2,84;35;São Paulo;-23,55052;-46,63331;;
Café Solúvel;2,14;37;São Paulo;-23,55052;-46,63331;;
Energético;2,88;35;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,33;32;São Paulo;-23,55052;-46,63331;;
Manteiga;7,41;26;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,01;37;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;6,14;29;São Paulo;-23,55052;-46,63331;;
Presunto;8,22;25;São Paulo;-23,55052;-46,63331;;
Suco;7,01;27;São Paulo;-23,55052;-46,63331;;
Sorvete;7,72;26;São Paulo;-23,55052;-46,63331;;
